system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,QA60,date,lat,lon,.geo
4537,1267,63,48,864,483,276,217,193,185,150,148,0,2023-12-22,-4.746249896268439,53.17379599404151,"{""type"":""MultiPoint"",""coordinates"":[]}"
4538,1623,1667,826,1224,1090,864,1080,1933,2507,2015,2943,0,2023-10-10,-1.8363674738372375,-52.634216704559975,"{""type"":""MultiPoint"",""coordinates"":[]}"
4539,1424,2478,1485,1132,1059,980,1264,2078,2422,2366,2777,0,2023-08-10,48.66535966322209,83.99997748524605,"{""type"":""MultiPoint"",""coordinates"":[]}"
4544,3072,5814,4291,3414,3814,4454,4273,4584,4978,4597,5274,0,2023-07-03,17.0194462219838,18.48764128952528,"{""type"":""MultiPoint"",""coordinates"":[]}"
4545,1403,262,191,1004,666,487,412,400,424,309,374,0,2023-10-23,-5.98143448721595,153.86553248040107,"{""type"":""MultiPoint"",""coordinates"":[]}"
4546,1295,20,5,897,491,280,219,175,164,126,119,0,2023-11-23,36.238220556790594,-3.822376675100477,"{""type"":""MultiPoint"",""coordinates"":[]}"
4549,2033,98,84,1435,874,559,489,398,390,304,312,0,2023-12-08,55.86889308024399,-11.060622683481407,"{""type"":""MultiPoint"",""coordinates"":[]}"
4552,2351,6466,5742,2528,3233,4428,4508,4796,5220,4881,5431,0,2023-09-30,28.019925828727555,22.59922730621666,"{""type"":""MultiPoint"",""coordinates"":[]}"
4557,1949,442,362,1479,1017,846,996,1360,1317,1347,1497,0,2023-03-07,58.40328520245274,109.94720612888575,"{""type"":""MultiPoint"",""coordinates"":[]}"
4560,1247,68,48,936,592,304,236,227,206,174,187,0,2023-03-24,-18.949687704196332,146.43463215711176,"{""type"":""MultiPoint"",""coordinates"":[]}"
4562,1587,1396,782,1251,990,1061,1447,2059,2377,2707,2957,0,2023-10-29,61.47659329174991,74.5407612910378,"{""type"":""MultiPoint"",""coordinates"":[]}"
4566,1901,5679,5006,1870,2324,3817,3985,4291,4646,4388,4778,0,2023-06-06,33.280329794750266,1.90059588658987,"{""type"":""MultiPoint"",""coordinates"":[]}"
4567,3030,2031,1449,2808,2433,2386,2313,2292,2394,2286,2389,0,2023-11-12,-17.185866025477875,-8.952178764367304,"{""type"":""MultiPoint"",""coordinates"":[]}"
4572,1417,46,28,913,473,254,205,176,164,119,121,0,2023-05-05,-10.598531397065232,-172.29330590126253,"{""type"":""MultiPoint"",""coordinates"":[]}"
4576,5571,3548,2811,5281,4493,5208,5252,5459,5603,5174,5641,0,2023-10-24,71.77224997269471,-121.7163923490859,"{""type"":""MultiPoint"",""coordinates"":[]}"
4577,1817,2655,1571,1692,1736,1736,1834,2498,2894,3005,3000,0,2023-07-31,11.668312161437715,11.654510633883023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4578,1348,812,294,965,732,478,671,1940,2249,2794,2599,0,2023-09-22,-55.03617727038178,-67.0061850338067,"{""type"":""MultiPoint"",""coordinates"":[]}"
4580,1301,156,110,972,605,381,343,307,276,285,247,0,2023-07-12,-7.15888838223773,53.50491073063204,"{""type"":""MultiPoint"",""coordinates"":[]}"
4581,1610,1736,1153,1511,1366,1070,1255,2150,2583,2574,2774,0,2023-11-13,-11.230566248790923,26.89089714556764,"{""type"":""MultiPoint"",""coordinates"":[]}"
4582,1912,950,776,1603,1220,1073,1021,1039,1053,1010,1055,0,2023-04-13,14.89117535638006,-81.47922524353488,"{""type"":""MultiPoint"",""coordinates"":[]}"
4586,1131,3362,2822,986,1033,1826,2125,2558,2769,2630,2815,0,2023-02-11,-24.70221520575025,128.92440577077534,"{""type"":""MultiPoint"",""coordinates"":[]}"
4587,2497,5433,5047,2930,3404,4274,4434,4595,4622,4719,4874,0,2023-12-21,37.652027229306015,94.29479005620823,"{""type"":""MultiPoint"",""coordinates"":[]}"
4588,1371,2758,1548,1221,1228,1453,1637,2037,2329,2213,2593,0,2023-10-21,-19.22794779000873,139.5743726229488,"{""type"":""MultiPoint"",""coordinates"":[]}"
4589,2067,6284,5404,2097,3018,4247,4496,4861,5150,4897,5199,0,2023-11-09,17.23907377947215,14.826203170710452,"{""type"":""MultiPoint"",""coordinates"":[]}"
4590,1190,3273,3003,1157,1356,1947,2074,2164,2294,2272,2426,0,2023-02-01,-30.063062781373066,-70.2863050873911,"{""type"":""MultiPoint"",""coordinates"":[]}"
4591,4049,1482,1433,3658,2823,3068,3127,3355,3506,3313,3643,0,2023-12-28,55.87479969420954,-128.69788660399118,"{""type"":""MultiPoint"",""coordinates"":[]}"
4593,1483,2115,1817,1178,1167,1236,1470,1713,1885,1657,1899,0,2023-04-15,14.994711069534418,44.93739087046607,"{""type"":""MultiPoint"",""coordinates"":[]}"
4594,2573,642,481,2882,2752,2590,2649,3309,3525,3425,3637,0,2023-04-25,63.47549936668218,52.947438510250194,"{""type"":""MultiPoint"",""coordinates"":[]}"
4597,1426,1319,610,1071,863,600,912,1663,1956,1813,2367,0,2023-09-08,51.33461501627993,-63.11878587612438,"{""type"":""MultiPoint"",""coordinates"":[]}"
4598,1021,2039,940,837,890,696,1141,2155,2633,2469,3013,0,2023-03-24,-18.62714358683604,46.651522030740814,"{""type"":""MultiPoint"",""coordinates"":[]}"
4600,1402,2497,1329,1095,998,858,1222,1848,2235,2224,2629,0,2023-04-26,22.970665316169747,120.41475046152331,"{""type"":""MultiPoint"",""coordinates"":[]}"
4601,1400,299,219,1026,721,531,449,453,450,366,435,0,2023-06-02,4.196376418774928,-46.93486323766745,"{""type"":""MultiPoint"",""coordinates"":[]}"
4603,1218,913,461,886,718,445,674,1278,1457,1474,1565,0,2023-05-14,59.1137615306507,-129.7724777004767,"{""type"":""MultiPoint"",""coordinates"":[]}"
4605,1347,43,43,984,581,336,277,237,198,213,132,0,2023-05-05,-39.97578142518119,-59.12478655877392,"{""type"":""MultiPoint"",""coordinates"":[]}"
4606,2408,1360,1071,2087,1751,1644,1530,1551,1623,1422,1627,0,2023-07-09,43.72622421977344,-66.51735413532782,"{""type"":""MultiPoint"",""coordinates"":[]}"
4607,1877,765,746,1480,1174,1008,964,1005,1031,898,1038,0,2023-01-01,11.61247334771776,113.10319911391127,"{""type"":""MultiPoint"",""coordinates"":[]}"
4608,1600,124,87,1433,1478,1241,999,536,521,439,385,0,2023-06-06,33.88512834932616,120.58829527215433,"{""type"":""MultiPoint"",""coordinates"":[]}"
4609,8925,1292,1366,8612,7761,8395,8613,8615,8599,8155,8502,0,2023-04-06,65.66662969061579,-65.62017451092126,"{""type"":""MultiPoint"",""coordinates"":[]}"
4612,1983,5506,4852,2069,2656,4032,4055,4285,4518,4564,4630,0,2023-03-02,28.155194995038755,-1.1707845850160208,"{""type"":""MultiPoint"",""coordinates"":[]}"
4613,8170,1492,1552,8126,7418,8246,8423,8412,8481,8127,8430,0,2023-10-05,-77.68392317748186,-145.83524265876005,"{""type"":""MultiPoint"",""coordinates"":[]}"
4614,1516,3664,2369,1295,1396,1300,1703,2841,3238,3329,3668,0,2023-09-01,10.377086817842615,4.111983479388324,"{""type"":""MultiPoint"",""coordinates"":[]}"
4615,2342,2910,2198,2466,2623,3043,2626,2663,2338,3256,2877,0,2023-02-08,26.119078874286444,49.88591518485427,"{""type"":""MultiPoint"",""coordinates"":[]}"
4618,1215,150,133,920,810,530,581,419,454,337,298,0,2023-07-18,45.51481445861575,52.52488588073043,"{""type"":""MultiPoint"",""coordinates"":[]}"
4619,5534,2083,1604,3699,3947,4349,4384,4426,4408,4408,4180,0,2023-01-15,30.604571255909594,83.41064907636068,"{""type"":""MultiPoint"",""coordinates"":[]}"
4620,1113,2491,1861,939,838,909,1045,1269,1356,1399,1552,0,2023-04-05,-27.32688481303995,24.308786124789883,"{""type"":""MultiPoint"",""coordinates"":[]}"
4624,1226,2156,1269,992,891,898,1066,1355,1556,1646,1782,0,2023-08-17,-14.067611709132022,29.699201452644868,"{""type"":""MultiPoint"",""coordinates"":[]}"
4625,1368,2138,1686,1136,1220,1351,1359,2515,3062,3082,3238,0,2023-05-02,36.30129994175378,111.86199468923624,"{""type"":""MultiPoint"",""coordinates"":[]}"
4627,1207,100,69,859,512,316,258,238,218,188,181,0,2023-07-28,-16.057100668059867,55.2176275568144,"{""type"":""MultiPoint"",""coordinates"":[]}"
4632,1606,356,201,1068,738,514,637,1284,1540,1484,1693,0,2023-11-25,46.85235606755092,-68.28561154110821,"{""type"":""MultiPoint"",""coordinates"":[]}"
4638,8272,520,528,7801,6477,7256,7737,7700,7623,7170,7391,0,2023-04-16,78.0623456664343,-139.85822500914148,"{""type"":""MultiPoint"",""coordinates"":[]}"
4639,2935,2539,2626,2597,2240,2280,2330,2335,2390,2306,2445,0,2023-12-24,-67.8831659120695,34.746395511125,"{""type"":""MultiPoint"",""coordinates"":[]}"
4642,1672,167,117,1455,1313,939,756,495,472,403,393,0,2023-01-19,32.84038408485959,122.35923185220483,"{""type"":""MultiPoint"",""coordinates"":[]}"
4644,2402,4100,2767,2059,2181,2302,2689,3533,4118,3779,4471,0,2023-08-20,15.5059976698145,-15.455076992172952,"{""type"":""MultiPoint"",""coordinates"":[]}"
4649,2707,2433,2269,2296,1914,1908,1952,1989,2072,1832,2148,0,2023-12-14,41.17637596484921,8.515603575969452,"{""type"":""MultiPoint"",""coordinates"":[]}"
4650,3141,437,364,3075,2539,2528,2100,2785,2825,3323,2960,0,2023-01-27,51.63385930214092,-62.665374207136125,"{""type"":""MultiPoint"",""coordinates"":[]}"
4651,1318,167,129,941,609,362,327,306,283,255,247,0,2023-09-05,-13.85917312035183,144.3570197355254,"{""type"":""MultiPoint"",""coordinates"":[]}"
4652,1024,1986,1039,2267,1869,1552,1707,2185,2293,2887,2390,0,2023-07-31,44.755449643824434,-110.22586018082804,"{""type"":""MultiPoint"",""coordinates"":[]}"
4653,1783,908,670,1493,1229,1088,1005,987,1071,914,1064,0,2023-10-07,-1.0620685945494426,146.00476207689368,"{""type"":""MultiPoint"",""coordinates"":[]}"
4655,1167,2359,1204,899,905,791,1172,2389,2842,2651,3232,0,2023-04-20,-5.6427439734412514,30.384675099847374,"{""type"":""MultiPoint"",""coordinates"":[]}"
4657,1226,2471,1442,1078,1148,1137,1751,2633,3056,3084,3485,0,2023-09-29,-28.54414388126944,-52.27080501066234,"{""type"":""MultiPoint"",""coordinates"":[]}"
4662,1788,1754,774,1413,1252,930,1205,2898,3775,3558,4244,0,2023-06-21,0.9013688290998212,117.44119628824244,"{""type"":""MultiPoint"",""coordinates"":[]}"
4666,1305,146,105,911,551,377,314,292,274,226,229,0,2023-12-05,15.18906930719094,-71.87840146055245,"{""type"":""MultiPoint"",""coordinates"":[]}"
4667,1502,2061,1185,1247,1116,976,1249,1871,2117,2111,2478,0,2023-12-09,9.148652741782037,1.1869631713037558,"{""type"":""MultiPoint"",""coordinates"":[]}"
4668,9099,869,894,8941,8038,8827,9001,9093,9041,8533,8972,0,2023-05-06,72.32201131561477,88.80047819098648,"{""type"":""MultiPoint"",""coordinates"":[]}"
4669,3227,2932,2534,3049,2731,2880,2869,2987,3063,2760,3145,0,2023-08-25,71.41500916670586,62.88158162096213,"{""type"":""MultiPoint"",""coordinates"":[]}"
4671,1135,1505,702,850,794,524,1018,2395,2572,2821,3003,0,2023-07-19,66.399985259518,36.04249475814533,"{""type"":""MultiPoint"",""coordinates"":[]}"
4673,1260,3773,2526,1134,1179,1489,1583,1884,2249,2239,2608,0,2023-11-23,-20.393584629288156,-46.86229036238102,"{""type"":""MultiPoint"",""coordinates"":[]}"
4674,7661,1408,1360,7142,6123,6557,6740,6742,6704,6309,6457,0,2023-03-11,62.66744837387382,170.34535107799576,"{""type"":""MultiPoint"",""coordinates"":[]}"
4675,1220,3838,3167,1267,1631,2258,2557,2786,2919,2953,3019,0,2023-10-08,33.01766998190745,80.1538609477068,"{""type"":""MultiPoint"",""coordinates"":[]}"
4678,2020,2538,2166,1860,1987,2455,2419,2460,2575,2420,2536,0,2023-04-06,24.09765713699047,-7.191510534762863,"{""type"":""MultiPoint"",""coordinates"":[]}"
4679,1357,41,20,975,571,316,266,238,189,163,154,0,2023-07-01,-35.15006967863235,-73.65782960872613,"{""type"":""MultiPoint"",""coordinates"":[]}"
4680,5309,678,542,4938,4003,3996,4478,4828,4976,4241,5029,0,2023-11-12,67.0817775631571,64.16292269696771,"{""type"":""MultiPoint"",""coordinates"":[]}"
4682,1544,3910,2681,1383,1343,1738,1947,2257,2504,2499,2903,0,2023-09-10,-28.61489133180397,-62.45066494488261,"{""type"":""MultiPoint"",""coordinates"":[]}"
4683,1604,610,496,1290,1008,879,734,699,796,782,736,0,2023-09-18,-8.538022144400434,-34.13717212490317,"{""type"":""MultiPoint"",""coordinates"":[]}"
4689,1136,1557,572,839,720,431,738,2083,2880,2470,3175,0,2023-10-15,25.150899557154236,106.18030054271895,"{""type"":""MultiPoint"",""coordinates"":[]}"
4691,1418,28,13,997,559,296,245,204,179,140,139,0,2023-01-18,-70.45535002142111,169.0504368528774,"{""type"":""MultiPoint"",""coordinates"":[]}"
4693,1944,2420,2263,1646,1550,1749,1825,1902,1949,1774,1929,0,2023-03-21,46.054897016664505,85.63820359822996,"{""type"":""MultiPoint"",""coordinates"":[]}"
4698,1405,129,92,991,563,351,339,290,299,207,258,0,2023-05-18,34.5574750363815,12.260295913038714,"{""type"":""MultiPoint"",""coordinates"":[]}"
4703,1809,3704,3494,1685,1887,2496,2682,2785,2927,2935,3109,0,2023-11-12,38.31299466516965,108.25978301372133,"{""type"":""MultiPoint"",""coordinates"":[]}"
4705,1288,2495,2129,1091,1054,1249,1473,1733,1769,1831,1974,0,2023-09-06,-30.78844164323082,26.743434931286608,"{""type"":""MultiPoint"",""coordinates"":[]}"
4708,8229,710,866,7853,6576,7439,7874,7947,7871,7492,7725,0,2023-03-19,71.80304437863718,-90.54888094112322,"{""type"":""MultiPoint"",""coordinates"":[]}"
4710,1568,528,403,1350,932,685,708,724,746,671,728,0,2023-07-09,23.562034587288476,-110.79950424062419,"{""type"":""MultiPoint"",""coordinates"":[]}"
4712,3564,3068,2567,2442,2419,3153,4272,4184,4619,4021,5012,0,2023-11-30,46.394685474839264,101.22089251475724,"{""type"":""MultiPoint"",""coordinates"":[]}"
4713,2851,2384,1692,2602,2411,2342,2653,3575,4011,3971,4229,0,2023-05-16,35.02347762085309,-80.06153645209697,"{""type"":""MultiPoint"",""coordinates"":[]}"
4718,1374,1783,859,1102,1036,753,1549,3127,3600,3526,3910,0,2023-08-15,-34.41166420027098,-54.10699991151738,"{""type"":""MultiPoint"",""coordinates"":[]}"
4719,1124,1300,497,834,707,369,745,2446,3059,2804,3346,0,2023-07-24,59.17507607717577,97.88686570008075,"{""type"":""MultiPoint"",""coordinates"":[]}"
4727,1345,111,68,987,625,411,347,328,313,265,268,0,2023-07-20,-0.36931259330823707,3.847653953395127,"{""type"":""MultiPoint"",""coordinates"":[]}"
4729,1309,2957,2347,1067,942,946,1158,1459,1699,1464,1946,0,2023-10-26,-11.18210197695203,-46.35969456826772,"{""type"":""MultiPoint"",""coordinates"":[]}"
4730,1781,5968,5234,1834,2458,3949,4159,4439,4729,4508,4941,0,2023-11-23,19.823523643405693,46.571843504267804,"{""type"":""MultiPoint"",""coordinates"":[]}"
4732,1515,3501,2645,1269,1357,1802,1956,2265,2542,2419,2795,0,2023-11-10,-17.145347586803574,-42.3015641778506,"{""type"":""MultiPoint"",""coordinates"":[]}"
4733,1455,2688,1947,1267,1194,1261,1420,1755,1889,1921,2059,0,2023-04-20,46.87174444896272,-120.5311823520376,"{""type"":""MultiPoint"",""coordinates"":[]}"
4734,10122,1215,1246,10108,9346,10047,10307,10321,10129,9809,9863,0,2023-03-08,-67.68230488620688,138.4899928006776,"{""type"":""MultiPoint"",""coordinates"":[]}"
4735,1359,139,99,985,607,391,334,299,283,246,253,0,2023-02-10,24.123362015914676,124.7532347075448,"{""type"":""MultiPoint"",""coordinates"":[]}"
4738,1305,231,162,956,616,433,361,340,340,288,315,0,2023-07-04,3.521393189406652,132.23148081048896,"{""type"":""MultiPoint"",""coordinates"":[]}"
4740,1284,163,127,948,609,397,344,309,297,279,256,0,2023-05-31,39.13172150769882,128.73217754034516,"{""type"":""MultiPoint"",""coordinates"":[]}"
4741,1200,1176,672,931,770,668,905,1478,1669,1867,1859,0,2023-09-18,58.85488631183996,133.35793920989232,"{""type"":""MultiPoint"",""coordinates"":[]}"
4743,1090,1910,1546,850,791,1108,1285,1481,1573,1481,1566,0,2023-03-22,-23.217517159325787,118.55698990043675,"{""type"":""MultiPoint"",""coordinates"":[]}"
4746,1379,2349,1381,1249,1258,1412,1622,2140,2427,2346,2710,0,2023-07-08,47.77989942230288,41.324367964072984,"{""type"":""MultiPoint"",""coordinates"":[]}"
4747,1017,2720,1740,977,1130,1403,1450,2623,3077,3001,3244,0,2023-07-24,25.12227172054535,102.19941427877832,"{""type"":""MultiPoint"",""coordinates"":[]}"
4750,2058,1213,878,1720,1406,1531,1609,1728,1835,1888,2094,0,2023-11-23,43.82168825740702,134.89204477247236,"{""type"":""MultiPoint"",""coordinates"":[]}"
4753,1385,109,78,991,621,394,334,297,269,246,229,0,2023-09-10,-17.228266770749393,-7.150044773803116,"{""type"":""MultiPoint"",""coordinates"":[]}"
4755,3494,3544,2957,3166,3029,3190,3431,3566,3725,3211,3832,0,2023-03-02,27.541349553917232,104.73291478459765,"{""type"":""MultiPoint"",""coordinates"":[]}"
4757,1339,131,100,920,560,361,317,294,269,223,247,0,2023-09-24,39.945020983668165,5.175733186425544,"{""type"":""MultiPoint"",""coordinates"":[]}"
4758,1206,2504,1557,968,912,934,1233,1761,2088,2200,2479,0,2023-06-04,-11.797206309535287,17.58918049439962,"{""type"":""MultiPoint"",""coordinates"":[]}"
4760,4699,1901,1657,4129,3668,4039,4175,4351,4494,4032,4520,0,2023-11-30,50.21683676230739,36.23265965001539,"{""type"":""MultiPoint"",""coordinates"":[]}"
4761,1645,2391,2136,1487,1538,2001,2024,2133,2267,2039,2311,0,2023-01-30,-22.639603589800423,-70.12256870296352,"{""type"":""MultiPoint"",""coordinates"":[]}"
4762,1222,1011,437,899,692,437,664,1471,1712,1670,1954,0,2023-04-04,-45.780632483787954,-74.05621276522159,"{""type"":""MultiPoint"",""coordinates"":[]}"
4764,1371,162,116,998,684,449,381,357,342,285,294,0,2023-11-17,13.122903242351061,50.42411599588526,"{""type"":""MultiPoint"",""coordinates"":[]}"
4765,4665,4316,3447,4435,4111,4449,4531,4746,5016,4701,5145,0,2023-08-05,62.14408400311162,-6.6504963628828895,"{""type"":""MultiPoint"",""coordinates"":[]}"
4768,2233,484,296,1833,1200,953,803,718,633,853,508,0,2023-01-25,57.86270241234189,-174.16428679905974,"{""type"":""MultiPoint"",""coordinates"":[]}"
4769,1402,2497,1429,1098,981,1030,1326,1798,2009,1997,2467,0,2023-01-03,24.473851796936003,73.11216818658941,"{""type"":""MultiPoint"",""coordinates"":[]}"
4771,1291,134,105,1045,927,660,584,351,342,291,273,0,2023-04-29,29.31278456355769,-89.64769401287845,"{""type"":""MultiPoint"",""coordinates"":[]}"
4772,4287,3785,3218,3965,3762,3750,3944,4443,4674,4550,4782,0,2023-03-04,31.313128560404447,104.58423896838033,"{""type"":""MultiPoint"",""coordinates"":[]}"
4774,1064,1304,435,794,707,370,773,2313,3275,3049,3685,0,2023-08-15,3.750528071151137,114.69098076811599,"{""type"":""MultiPoint"",""coordinates"":[]}"
4775,1320,86,69,933,562,335,285,250,236,189,191,0,2023-09-16,-30.944461339423803,115.02756966665133,"{""type"":""MultiPoint"",""coordinates"":[]}"
4776,2374,157,169,1825,1193,895,749,711,657,503,494,0,2023-10-11,78.26191192334834,50.19999984737815,"{""type"":""MultiPoint"",""coordinates"":[]}"
4781,1762,694,494,1632,1259,873,771,775,865,819,832,0,2023-01-02,-14.813527984076048,140.6977470851965,"{""type"":""MultiPoint"",""coordinates"":[]}"
4783,2484,543,415,2463,1943,854,741,725,731,650,691,0,2023-07-07,23.394893481015174,-75.86694772249463,"{""type"":""MultiPoint"",""coordinates"":[]}"
4784,1473,295,246,1033,681,530,492,489,474,314,468,0,2023-12-20,-14.749291727146458,122.26999347926585,"{""type"":""MultiPoint"",""coordinates"":[]}"
4785,1320,3511,1813,1224,1262,1586,1828,2244,2600,2498,3073,0,2023-12-11,-17.85180284370058,-40.63072899005283,"{""type"":""MultiPoint"",""coordinates"":[]}"
4786,1266,2213,1261,1029,941,910,1162,1533,1770,1794,2078,0,2023-02-26,7.129711409110975,21.944111350477776,"{""type"":""MultiPoint"",""coordinates"":[]}"
4787,1302,99,65,902,516,313,254,223,211,204,179,0,2023-11-21,-0.08954993012534772,166.1184637172562,"{""type"":""MultiPoint"",""coordinates"":[]}"
4788,7316,4366,4281,7176,6034,7292,7922,8048,8160,8246,8160,0,2023-02-11,65.74012929070224,157.92123954729254,"{""type"":""MultiPoint"",""coordinates"":[]}"
4790,3707,3787,3319,3756,3530,3801,3739,3868,4018,3715,4165,0,2023-05-11,27.149677491046678,129.56918102131158,"{""type"":""MultiPoint"",""coordinates"":[]}"
4793,1481,2303,1353,1269,1156,1116,1339,1720,1987,2025,2308,0,2023-03-05,13.152340587983314,-16.420569251719563,"{""type"":""MultiPoint"",""coordinates"":[]}"
4794,1276,761,414,940,700,526,624,1109,1214,1269,1348,0,2023-02-06,28.310632243880736,110.10480562483363,"{""type"":""MultiPoint"",""coordinates"":[]}"
4796,3888,2122,1813,3615,3436,3309,3551,4317,4603,4550,4790,0,2023-02-09,-19.806171803023673,-60.54907450486077,"{""type"":""MultiPoint"",""coordinates"":[]}"
4797,2252,1319,1169,2061,1696,1582,1344,1351,1430,1394,1447,0,2023-02-10,-6.4833697423851895,156.63543376367386,"{""type"":""MultiPoint"",""coordinates"":[]}"
4798,1461,95,62,953,521,332,252,232,233,170,183,0,2023-02-07,-19.713822133704195,-159.05809522743118,"{""type"":""MultiPoint"",""coordinates"":[]}"
4803,1397,2192,1408,1352,1385,1650,1566,2534,2951,2656,3056,0,2023-01-01,-33.61646252669409,-69.2812579097822,"{""type"":""MultiPoint"",""coordinates"":[]}"
4806,1360,162,120,1030,621,406,348,313,295,284,273,0,2023-12-07,16.286546972865526,-49.17183891332871,"{""type"":""MultiPoint"",""coordinates"":[]}"
4809,1200,3024,2231,1005,998,1084,1276,1616,1768,1724,1957,0,2023-12-24,-29.69888283374512,25.82750731184241,"{""type"":""MultiPoint"",""coordinates"":[]}"
4811,1867,1742,1169,1525,1347,1224,1419,2133,2470,2399,2644,0,2023-11-24,-2.3687324781297576,28.117867974258207,"{""type"":""MultiPoint"",""coordinates"":[]}"
4814,1045,2000,1279,836,783,763,998,1475,1686,1602,1870,0,2023-04-02,-25.496187079281647,25.841483996295356,"{""type"":""MultiPoint"",""coordinates"":[]}"
4815,1026,979,375,745,625,331,687,2286,2794,2697,2987,0,2023-06-02,58.71646205724088,40.830924539851125,"{""type"":""MultiPoint"",""coordinates"":[]}"
4818,8798,1005,1040,8550,7823,8207,8474,8402,8390,7848,8152,0,2023-11-07,-78.55079441612183,-147.02933339751462,"{""type"":""MultiPoint"",""coordinates"":[]}"
4819,4234,2470,1618,2971,2843,3133,3070,3299,3695,2440,3916,0,2023-11-29,-1.8132281098177454,140.95444618115351,"{""type"":""MultiPoint"",""coordinates"":[]}"
4822,1234,2425,1304,946,843,853,1143,1709,2033,2100,2442,0,2023-08-19,-7.751380569245907,-43.291113057738194,"{""type"":""MultiPoint"",""coordinates"":[]}"
4830,1423,151,112,993,579,372,317,283,270,258,241,0,2023-04-12,24.025090663978293,-166.62042758710393,"{""type"":""MultiPoint"",""coordinates"":[]}"
4831,1455,337,261,1104,772,546,484,465,476,438,437,0,2023-07-11,22.034575701802606,-91.54403980841528,"{""type"":""MultiPoint"",""coordinates"":[]}"
4832,1197,3038,2251,995,1007,1366,1656,2100,2269,1991,2358,0,2023-01-15,-19.026843847830364,124.71318222080716,"{""type"":""MultiPoint"",""coordinates"":[]}"
4834,1385,3458,1911,1189,1131,1218,1440,2039,2470,2335,2948,0,2023-08-31,-16.354804747689336,-56.58020753960114,"{""type"":""MultiPoint"",""coordinates"":[]}"
4835,1540,389,311,1295,944,679,617,572,584,479,570,0,2023-01-10,3.6209303603676113,103.62983153788629,"{""type"":""MultiPoint"",""coordinates"":[]}"
4838,989,1881,954,897,931,858,1222,2115,2477,2394,2819,0,2023-03-21,-27.285868597713797,30.159985543445593,"{""type"":""MultiPoint"",""coordinates"":[]}"
4840,1413,2902,2088,1207,1096,1134,1242,1481,1668,1619,1871,0,2023-06-13,26.396721477435577,-100.41685092556958,"{""type"":""MultiPoint"",""coordinates"":[]}"
4841,2100,79,37,1548,962,632,528,475,387,338,297,0,2023-10-16,68.19513603673784,12.375687329414783,"{""type"":""MultiPoint"",""coordinates"":[]}"
4843,1796,2541,1375,1380,1439,1081,1669,3624,4474,4550,4777,0,2023-09-16,4.369533459080585,33.603636056186,"{""type"":""MultiPoint"",""coordinates"":[]}"
4844,3470,2740,2522,2899,2501,2760,2797,2903,3048,2337,3146,0,2023-05-08,5.081285509557424,99.65903235189126,"{""type"":""MultiPoint"",""coordinates"":[]}"
4846,2612,2247,1383,1940,1644,1276,1512,2560,3124,2959,3466,0,2023-11-08,-2.5199878921140617,103.04100932340249,"{""type"":""MultiPoint"",""coordinates"":[]}"
4849,1491,75,49,993,536,308,247,217,204,170,155,0,2023-12-23,21.385781485500633,152.29356561516022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4851,4816,4546,3257,4482,4383,4694,4636,4727,4975,4382,5097,0,2023-02-02,-9.101836053026844,-141.2283980560901,"{""type"":""MultiPoint"",""coordinates"":[]}"
4854,1303,3445,2559,1081,1179,1743,2012,2311,2485,2372,2550,0,2023-12-15,-30.406758959686382,122.26852213124059,"{""type"":""MultiPoint"",""coordinates"":[]}"
4855,1717,6436,5858,1790,2574,4270,4512,4791,5110,4972,5296,0,2023-05-08,21.63449595964447,-9.804888505359012,"{""type"":""MultiPoint"",""coordinates"":[]}"
4856,1170,1526,998,895,705,507,727,1171,1275,1197,1360,0,2023-08-11,65.37959365684293,121.24800901009829,"{""type"":""MultiPoint"",""coordinates"":[]}"
4860,1297,2155,910,995,993,680,993,2295,2985,2800,3336,0,2023-05-25,-0.7627181952992599,109.89657103893548,"{""type"":""MultiPoint"",""coordinates"":[]}"
4863,1675,5369,4349,1677,2080,3096,3362,3634,3894,3786,4066,0,2023-02-22,15.833148119141052,-0.19148673388250737,"{""type"":""MultiPoint"",""coordinates"":[]}"
4864,1955,6647,5753,2050,2834,4451,4801,5139,5378,5191,5359,0,2023-12-13,19.37068905424987,24.929574169522297,"{""type"":""MultiPoint"",""coordinates"":[]}"
4865,4606,3314,2221,4430,3925,4127,4114,4203,4429,3966,4561,0,2023-04-15,-48.77613044797105,167.8215648603989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4868,8801,1056,1004,8450,7743,8189,8064,8052,8052,7583,7901,0,2023-03-17,-66.25690615888529,98.15183010965445,"{""type"":""MultiPoint"",""coordinates"":[]}"
4870,1003,1593,659,713,670,371,732,2383,2974,2997,3426,0,2023-08-19,-7.987348853105236,114.20854090548363,"{""type"":""MultiPoint"",""coordinates"":[]}"
4876,1188,1630,1019,915,720,655,764,1010,1100,1130,1285,0,2023-10-06,52.7695154307397,61.75549627431512,"{""type"":""MultiPoint"",""coordinates"":[]}"
4877,2500,467,251,2071,1745,1524,1842,2437,2596,2289,2620,0,2023-03-19,60.086687634613156,-114.68696310796305,"{""type"":""MultiPoint"",""coordinates"":[]}"
4880,1389,328,167,1037,641,470,403,392,322,300,238,0,2023-07-14,-23.083919707150386,-149.5561283642008,"{""type"":""MultiPoint"",""coordinates"":[]}"
